indent,operation,dom,dom id,relation,cod id,cod,unchanged,changed_props,reason,rank
______,SHARED,N20.Lepilemur_mustelinus,9453,=,2436493,G.Lepilemur_mustelinus,,number_of_children; scientificName,canonicalName,species
________,B ONLY,,,,10599224,G.BOLD:ACV6986,,,,unranked
______,SHARED,N20.Lepilemur_dorsalis,78583,=,2436496,G.Lepilemur_dorsalis,tip,,scientificName,species
______,SHARED,N20.Lepilemur_septentrionalis,78584,=,2436492,G.Lepilemur_septentrionalis,,number_of_children,scientificName,species
________,B ONLY,,,,10480675,G.BOLD:ADR9683,,,,unranked
______,SHARED,N20.Lepilemur_ruficaudatus,78866,=,2436490,G.Lepilemur_ruficaudatus,,number_of_children,scientificName,species
________,B ONLY,,,,9934495,G.BOLD:ACH6660,,,,unranked
______,SHARED,N20.Lepilemur_leucopus,100475,=,2436491,G.Lepilemur_leucopus,tip,,canonicalName,species
______,SHARED,N20.Lepilemur_edwardsi,122230,=,2436494,G.Lepilemur_edwardsi,tip,,canonicalName,species
______,SHARED,N20.Lepilemur_microdon,185457,=,2436495,G.Lepilemur_microdon,,number_of_children,canonicalName,species
________,B ONLY,,,,10541299,G.BOLD:ADR9305,,,,unranked
______,A ONLY,N20.Lepilemur_mitsinjoensis,236287,,,,,,,species
______,SHARED,N20.Lepilemur_seali,236288,=,5786423,G.Lepilemur_seali,,number_of_children; scientificName,canonicalName,species
________,B ONLY,,,,10632259,G.BOLD:ADR9685,,,,unranked
______,SHARED,N20.Lepilemur_sahamalazensis,342398,=,5786436,G.Lepilemur_sahamalazensis,,number_of_children,canonicalName,species
________,B ONLY,,,,9901645,G.BOLD:ADR8587,,,,unranked
______,SHARED,N20.Lepilemur_aeeclis,342399,=,5786432,G.Lepilemur_aeeclis,,number_of_children,canonicalName,species
________,B ONLY,,,,9841581,G.BOLD:ADR5323,,,,unranked
______,SHARED,N20.Lepilemur_ankaranensis,342401,=,4266928,G.Lepilemur_ankaranensis,tip,,scientificName,species
______,SHARED,N20.Lepilemur_mittermeieri,378517,=,5786435,G.Lepilemur_mittermeieri,tip,,scientificName,species
______,A ONLY,N20.Lepilemur_manasamody,458171,,,,,,,species
______,SHARED,N20.Lepilemur_otto,458173,=,5786421,G.Lepilemur_otto,,number_of_children,scientificName,species
________,B ONLY,,,,10447665,G.BOLD:ADR2652,,,,unranked
______,SHARED,N20.Lepilemur_jamesorum,486960,=,5786437,G.Lepilemur_jamesorum,tip,scientificName,canonicalName,species
______,SHARED,N20.Lepilemur_hubbardorum,756882,=,5786428,G.Lepilemur_hubbardi,,number_of_children; canonicalName; scientificName,,species
________,B ONLY,,,,10353908,G.BOLD:ADC6545,,,,unranked
______,SHARED,N20.Lepilemur_ahmansonorum,886957,=,5786416,G.Lepilemur_ahmansonorum,tip,,canonicalName,species
______,SHARED,N20.Lepilemur_betsileo,886958,=,5786424,G.Lepilemur_betsileo,tip,scientificName,canonicalName,species
______,SHARED,N20.Lepilemur_fleuretae,886959,=,5786429,G.Lepilemur_fleuretae,,number_of_children; scientificName,canonicalName,species
________,B ONLY,,,,10084898,G.BOLD:ADR9682,,,,unranked
______,SHARED,N20.Lepilemur_grewcockorum,886960,=,5786418,G.Lepilemur_grewcockorum,tip,scientificName,canonicalName,species
______,SHARED,N20.Lepilemur_hollandorum,886961,=,7807468,G.Lepilemur_hollandorum,,number_of_children,canonicalName,species
________,B ONLY,,,,10142461,G.BOLD:ADR8801,,,,unranked
______,SHARED,N20.Lepilemur_milanoii,886963,=,5786439,G.Lepilemur_milanoii,tip,scientificName,canonicalName,species
______,SHARED,N20.Lepilemur_petteri,886964,=,5786422,G.Lepilemur_petteri,tip,scientificName,canonicalName,species
______,SHARED,N20.Lepilemur_randrianasoloi,886965,=,5786425,G.Lepilemur_randrianasoloi,,number_of_children; scientificName,canonicalName,species
________,B ONLY,,,,9959225,G.BOLD:ADR2653,,,,unranked
______,SHARED,N20.Lepilemur_scottorum,886966,=,7691117,G.Lepilemur_scottorum,,number_of_children,canonicalName,species
________,B ONLY,,,,10386940,G.BOLD:ADR9686,,,,unranked
______,SHARED,N20.Lepilemur_tymerlachsoni,886967,=,5786434,G.Lepilemur_tymerlachsoni,tip,scientificName,canonicalName,species
______,SHARED,N20.Lepilemur_wrightae,886968,=,5786430,G.Lepilemur_wrightae,tip,scientificName,canonicalName,species
______,A ONLY,N20.unclassified_Lepilemur,2645584,,,,,,,
________,A ONLY,N20.Lepilemur_sp._RANO236,185458,,,,,,,species
________,A ONLY,N20.Lepilemur_sp._RANO234,185590,,,,,,,species
________,A ONLY,N20.Lepilemur_sp._RANO235,185591,,,,,,,species
________,A ONLY,N20.Lepilemur_sp._hubbardi,400023,,,,,,,species
______,B ONLY,,,,5786431,G.Lepilemur_wrighti,,,,species
________,B ONLY,,,,10296234,G.BOLD:ADR9684,,,,unranked
______,B ONLY,,,,10178048,G.BOLD:ADR8586,,,,unranked
______,B ONLY,,,,10574258,G.BOLD:ADR5005,,,,unranked
______,B ONLY,,,,10329030,G.BOLD:ADR8745,,,,unranked
______,B ONLY,,,,10109654,G.BOLD:ADR7041,,,,unranked
______,B ONLY,,,,5786417,G.Lepilemur_ahmansoni,,,,species
________,B ONLY,,,,10052191,G.BOLD:ADS0071,,,,unranked
______,B ONLY,,,,5786426,G.Lepilemur_randrianasoli,,,,species
______,B ONLY,,,,5786419,G.Lepilemur_grewcocki,,,,species
______,B ONLY,,,,9655824,G.Lepilemur_sahamalaza,,,,species
______,B ONLY,,,,8793620,G.Lepilemur_grandidieri,,,,species
__,B ONLY (increased resolution),N20.Pitheciidae,376919,>,5486,G.Pitheciidae,,,N20.Xenothricinae is not in the A taxon,family
____,SHARED,N20.Chiropotes,9524,=,2436405,G.Chiropotes,,number_of_children,cross-mrca =,genus
______,SHARED,N20.Chiropotes_satanas,9525,=,5219527,G.Chiropotes_satanas,tip,,canonicalName,species
______,SHARED,N20.Chiropotes_albinasus,198627,=,5219526,G.Chiropotes_albinasus,,number_of_children,canonicalName,species
________,B ONLY,,,,9830815,G.BOLD:ADC8318,,,,unranked
______,A ONLY,N20.Chiropotes_satanas_x_albinasus,202458,,,,,,,species
______,SHARED,N20.Chiropotes_utahickae,280160,=,5707306,G.Chiropotes_utahickae,tip,,scientificName,species
______,SHARED,N20.Chiropotes_israelita,280163,=,5707305,G.Chiropotes_israelita,,number_of_children,canonicalName,species
________,B ONLY,,,,10458618,G.BOLD:ADC8319,,,,unranked
______,A ONLY,N20.Chiropotes_albinasus_x_satanas,626367,,,,,,,species
______,SHARED,N20.Chiropotes_chiropotes,658221,=,5707307,G.Chiropotes_chiropotes,,number_of_children,scientificName,species
________,A ONLY,N20.Chiropotes_chiropotes_sagulata,1560631,,,,,,,subspecies
______,A ONLY,N20.unclassified_Chiropotes,2649368,,,,,,,
________,A ONLY,N20.Chiropotes_sp._MAS-2011,1090917,,,,,,,species
________,A ONLY,N20.Chiropotes_sp._ZFMK_2008.244,1472258,,,,,,,species
________,A ONLY,N20.Chiropotes_sp.,1758238,,,,,,,species
________,A ONLY,N20.Chiropotes_sp._CTGAM5663,2704455,,,,,,,species
________,A ONLY,N20.Chiropotes_sp._CTGAM5363,2736752,,,,,,,species
______,B ONLY,,,,8091165,G.Chiropotes_sagulatus,,,,species
____,SHARED,N20.Cacajao,30595,=,2436408,G.Cacajao,,number_of_children,cross-mrca =,genus
______,SHARED,N20.Cacajao_calvus,30596,=,2436410,G.Cacajao_calvus,,number_of_children,cross-mrca =,species
________,SHARED,N20.Cacajao_calvus_calvus,85699,=,7261997,G.Cacajao_calvus_calvus,tip,,canonicalName,subspecies
________,SHARED,N20.Cacajao_calvus_novaesi,658398,=,4266954,G.Cacajao_calvus_novaesi,tip,,canonicalName,subspecies
________,A ONLY,N20.Cacajao_calvus_ucayalli,658399,,,,,,,subspecies
________,SHARED,N20.Cacajao_calvus_rubicundus,658400,=,4266957,G.Cacajao_calvus_rubicundus,tip,,canonicalName,subspecies
________,B ONLY,,,,10224860,G.BOLD:ADC5671,,,,unranked
________,B ONLY,,,,4266955,G.Cacajao_calvus_ucayalii,,,,subspecies
______,SHARED,N20.Cacajao_melanocephalus,70825,=,2436409,G.Cacajao_melanocephalus,tip,,canonicalName,species
______,SHARED,N20.Cacajao_rubicundus,70927,=,8817275,G.Cacajao_rubicundus,tip,,canonicalName,species
______,SHARED,N20.Cacajao_ayresi,535896,=,5786471,G.Cacajao_ayresi,tip,,scientificName,species
______,SHARED,N20.Cacajao_hosomi,535897,=,5786473,G.Cacajao_hosomi,tip,,scientificName,species
______,A ONLY,N20.unclassified_Cacajao,2704456,,,,,,,
________,A ONLY,N20.Cacajao_sp._CTGAM5666,2704457,,,,,,,species
____,SHARED,N20.Pithecia,30597,=,2436370,G.Pithecia,,number_of_children,cross-mrca =,genus
______,SHARED,N20.Pithecia_irrorata,30598,=,2436372,G.Pithecia_irrorata,tip,,scientificName,species
______,SHARED,N20.Pithecia_pithecia,43777,=,2436373,G.Pithecia_pithecia,,,canonicalName,species
________,A ONLY,N20.Pithecia_pithecia_pithecia,285955,,,,,,,subspecies
________,B ONLY,,,,10062997,G.BOLD:AAE4744,,,,unranked
______,A ONLY,N20.Pithecia_monachus,595220,,,,,,,species
______,A ONLY,N20.unclassified_Pithecia,2646430,,,,,,,
________,A ONLY,N20.Pithecia_sp.,1758237,,,,,,,species
________,A ONLY,N20.Pithecia_sp._UFPA_Pit22,2704458,,,,,,,species
______,B ONLY,,,,8469554,G.Pithecia_napensis,,,,species
______,B ONLY,,,,8480241,G.Pithecia_mittermeieri,,,,species
______,B ONLY,,,,8594043,G.Pithecia_milleri,,,,species
______,B ONLY,,,,8674990,G.Pithecia_hirsuta,,,,species
______,B ONLY,,,,8623151,G.Pithecia_cazuzai,,,,species
______,B ONLY,,,,8495760,G.Pithecia_pissinattii,,,,species
______,B ONLY,,,,2436374,G.Pithecia_albicans,,,,species
______,B ONLY,,,,8605892,G.Pithecia_inusta,,,,species
______,B ONLY,,,,2436371,G.Pithecia_aequatorialis,,,,species
______,B ONLY,,,,8677259,G.Pithecia_rylandsi,,,,species
______,B ONLY,,,,8526794,G.Pithecia_chrysocephala,,,,species
______,B ONLY,,,,8452481,G.Pithecia_isabela,,,,species
______,B ONLY,,,,8591872,G.Pithecia_vanzolinii,,,,species
____,A ONLY (loss of resolution),N20.Pitheciinae,38039,<,5486,G.Pitheciidae,,,G.Callicebus is not in the A taxon,family
____,A ONLY (conflict),N20.Callicebus,9522,><,5486,G.Pitheciidae,,,G.Plecturocebus_discolor is in the A taxon; B-sibling G.Plecturocebus_cinerascens is not,family
______,A ONLY,N20.Callicebus_nigrifrons,867334,,,,,,,species
______,A ONLY,N20.Callicebus_dubius,1290433,,,,,,,species
______,A ONLY,N20.Callicebus_caquetensis,1861701,,,,,,,species
______,A ONLY,N20.Callicebus_ornatus,1861702,,,,,,,species
______,A ONLY,N20.unclassified_Callicebus,2627897,,,,,,,
________,A ONLY,N20.Callicebus_sp.,116962,,,,,,,species
________,A ONLY,N20.Callicebus_sp._MAS-2011,1090915,,,,,,,species
________,A ONLY,N20.Callicebus_sp._1_MH-2016,1861704,,,,,,,species
________,A ONLY,N20.Callicebus_sp._2_MH-2016,1861705,,,,,,,species
____,SHARED,N20.Cheracebus,1812102,=,9057356,G.Cheracebus,,number_of_children,cross-mrca =,genus
______,SHARED,N20.Cheracebus_torquatus,30592,=,9264949,G.Cheracebus_torquatus,tip,,canonicalName,species
______,SHARED,N20.Cheracebus_lugens,210166,=,9335792,G.Cheracebus_lugens,,number_of_children,canonicalName,species
________,B ONLY,,,,10307026,G.BOLD:ADC9544,,,,unranked
______,SHARED,N20.Cheracebus_purinus,1560619,=,9498920,G.Cheracebus_purinus,tip,,canonicalName,species
______,SHARED,N20.Cheracebus_regulus,1812110,=,9580395,G.Cheracebus_regulus,tip,,canonicalName,species
______,SHARED,N20.Cheracebus_lucifer,2487712,=,9527247,G.Cheracebus_lucifer,tip,,scientificName,species
______,B ONLY,,,,9407885,G.Cheracebus_medemi,,,,species
____,A ONLY (loss of resolution),N20.Callicebinae,38069,<,5486,G.Pitheciidae,,,G.Cacajao is not in the A taxon,family
____,B ONLY,,,,10282674,G.BOLD:ADR7126,,,,unranked
____,B ONLY,,,,10527634,G.BOLD:ADK0291,,,,unranked
____,B ONLY,,,,10376006,G.BOLD:ADJ6986,,,,unranked
____,B ONLY,,,,10131685,G.BOLD:ACB9014,,,,unranked
____,B ONLY,,,,9888112,G.BOLD:ADK0290,,,,unranked
____,B ONLY,,,,9596516,G.?_melanocephala,,,,unranked
____,B ONLY,,,,10400590,G.BOLD:ADJ6987,,,,unranked
____,B ONLY,,,,10552131,G.BOLD:ADJ6984,,,,unranked
____,B ONLY,,,,10156061,G.BOLD:ADK0292,,,,unranked
____,B ONLY,,,,9402198,G.?_albinasa,,,,unranked
____,B ONLY,,,,3239553,G.Propithecia,,,,genus
______,B ONLY,,,,8647599,G.Propithecia_neuquenensis,,,,species
____,B ONLY,,,,9912504,G.BOLD:ADJ6985,,,,unranked
____,B ONLY (reorganization),N20.Callicebinae,38069,><,8755067,G.Plecturocebus,,,N20.Callicebus_discolor is in the A taxon; B-sibling N20.Callicebus_coimbrai is not,genus
______,SHARED (moved from 9522),N20.Callicebus_discolor,1861703,=,9234391,G.Plecturocebus_discolor,tip,canonicalName; scientificName,,species
______,SHARED,N20.Plecturocebus_moloch,9523,=,9523044,G.Plecturocebus_moloch,tip,,canonicalName,species
______,SHARED,N20.Plecturocebus_hoffmannsi,78255,=,9584627,G.Plecturocebus_hoffmannsi,tip,,canonicalName,species
______,SHARED,N20.Plecturocebus_cupreus,202457,=,9634081,G.Plecturocebus_cupreus,,number_of_children,canonicalName,species
________,B ONLY,,,,9981174,G.BOLD:ADR7127,,,,unranked
______,SHARED,N20.Plecturocebus_donacophilus,230833,=,9605093,G.Plecturocebus_donacophilus,,,canonicalName,species
________,A ONLY,N20.Plecturocebus_donacophilus_donacophilus,285954,,,,,,,subspecies
________,B ONLY,,,,10621365,G.BOLD:ADC9689,,,,unranked
______,SHARED,N20.Plecturocebus_caligatus,867332,=,9393257,G.Plecturocebus_caligatus,tip,,canonicalName,species
______,SHARED,N20.Plecturocebus_bernhardi,1812036,=,9418473,G.Plecturocebus_bernhardi,tip,,canonicalName,species
______,SHARED,N20.Plecturocebus_cinerascens,1812037,=,9390794,G.Plecturocebus_cinerascens,tip,,canonicalName,species
______,SHARED,N20.Plecturocebus_miltoni,1812038,=,9481435,G.Plecturocebus_miltoni,tip,scientificName,canonicalName,species
______,SHARED,N20.Plecturocebus_brunneus,1812042,=,9410326,G.Plecturocebus_brunneus,tip,,canonicalName,species
______,SHARED,N20.Plecturocebus_vieirai,2487713,=,9318736,G.Plecturocebus_vieirai,tip,,scientificName,species
______,SHARED,N20.Plecturocebus_grovesi,2488670,=,10399958,G.Plecturocebus_grovesi,tip,taxonomicStatus; scientificName,canonicalName,species
______,A ONLY (loss of resolution),N20.Plecturocebus,1812035,<,8755067,G.Plecturocebus,,,G.Plecturocebus_discolor is not in the A taxon,genus
______,B ONLY,,,,9401316,G.Plecturocebus_pallescens,,,,species
______,B ONLY,,,,9595642,G.Plecturocebus_baptista,,,,species
______,B ONLY,,,,9250812,G.Plecturocebus_ornatus,,,,species
______,B ONLY,,,,9438354,G.Plecturocebus_caquetensis,,,,species
______,B ONLY,,,,9494739,G.Plecturocebus_aureipalatii,,,,species
______,B ONLY,,,,9258545,G.Plecturocebus_stephennashi,,,,species
______,B ONLY,,,,9291744,G.Plecturocebus_oenanthe,,,,species
______,B ONLY,,,,9331673,G.Plecturocebus_urubambensis,,,,species
______,B ONLY,,,,9483946,G.Plecturocebus_toppini,,,,species
______,B ONLY,,,,9509736,G.Plecturocebus_modestus,,,,species
______,B ONLY,,,,9613557,G.Plecturocebus_olallae,,,,species
____,B ONLY,,,,4827477,G.Nuciruptor,,,,genus
______,B ONLY,,,,8551928,G.Nuciruptor_rubricae,,,,species
____,B ONLY (increased resolution),N20.Callicebus,9522,>,2436376,G.Callicebus,,,N20.Callicebus_discolor is not in the A taxon,genus
______,SHARED (moved from 9522),N20.Callicebus_personatus,70814,=,2436398,G.Callicebus_personatus,,number_of_children,canonicalName,species
________,SHARED (moved from 70814),N20.Callicebus_personatus_nigrifrons,78274,=,2436404,G.Callicebus_nigrifrons,,number_of_children; taxonRank; canonicalName,,species
__________,B ONLY,,,,10469846,G.BOLD:ADK2767,,,,unranked
________,A ONLY,N20.Callicebus_personatus_personatus,78275,,,,,,,subspecies
______,SHARED (moved from 9522),N20.Callicebus_coimbrai,867333,=,2436383,G.Callicebus_coimbrai,tip,,scientificName,species
______,B ONLY,,,,2436391,G.Callicebus_barbarabrownae,,,,species
______,B ONLY,,,,8842980,G.Callicebus_castaneoventris,,,,species
______,B ONLY,,,,2436393,G.Callicebus_melanochir,,,,species
__,B ONLY,,,,4827184,G.Eosimiidae,,,,family
____,B ONLY,,,,4827185,G.Eosimias,,,,genus
______,B ONLY,,,,4974662,G.Eosimias_centennicus,,,,species
______,B ONLY,,,,4974664,G.Eosimias_dawsonae,,,,species
______,B ONLY,,,,4974661,G.Eosimias_sinensis,,,,species
____,B ONLY,,,,4974667,G.Phileosimias,,,,genus
______,B ONLY,,,,4974669,G.Phileosimias_kamali,,,,species
______,B ONLY,,,,4974668,G.Phileosimias_brahuiorum,,,,species
____,B ONLY,,,,4827186,G.Phenacopithecus,,,,genus
______,B ONLY,,,,4974659,G.Phenacopithecus_xueshii,,,,species
______,B ONLY,,,,4974660,G.Phenacopithecus_krishtalkai,,,,species
____,B ONLY,,,,4827448,G.Bahinia,,,,genus
______,B ONLY,,,,4974670,G.Bahinia_pondaungensis,,,,species
______,B ONLY,,,,8545964,G.Bahinia_banyueae,,,,species
__,B ONLY (increased resolution),N20.Aotus,9504,>,3239574,G.Aotidae,,,cross-mrca <,family
____,B ONLY,,,,9475584,G.?_azarae,,,,unranked
____,B ONLY,,,,9483050,G.?_trivirgata,,,,unranked
____,B ONLY,,,,8573321,G.Insulacebus,,,,genus
______,B ONLY,,,,8497510,G.Insulacebus_toussaintiana,,,,species
__,B ONLY,,,,3239599,G.Pliopithecidae,,,,family
____,B ONLY,,,,10059820,G.?_chirobates,,,,unranked
____,B ONLY,,,,10624551,G.?_antiquus,,,,unranked
____,B ONLY,,,,4827092,G.Tabelia,,,,genus
____,B ONLY,,,,4827093,G.Dendropithecus,,,,genus
____,B ONLY,,,,4827095,G.Propliopithecus,,,,genus
______,B ONLY,,,,4974722,G.Propliopithecus_ankeli,,,,species
______,B ONLY,,,,4974723,G.Propliopithecus_haeckeli,,,,species
______,B ONLY,,,,8803782,G.Propliopithecus_markgrafi,,,,species
______,B ONLY,,,,9198732,G.Propliopithecus_hackeli,,,,species
______,B ONLY,,,,8830077,G.Aeolopithecus_chirobates,,,,species
____,B ONLY,,,,9441005,G.Barberapithecus,,,,genus
____,B ONLY,,,,4827096,G.Aelopithecus,,,,genus
____,B ONLY,,,,5428922,G.Simiolus,,,,genus
______,B ONLY,,,,9407441,G.Simiolus_andrewsi,,,,species
______,B ONLY,,,,10152096,G.Simiolus_minutus,,,,species
______,B ONLY,,,,5936373,G.Simiolus_enjiessi,,,,species
____,B ONLY,,,,4974731,G.Anapithecus,,,,genus
____,B ONLY,,,,9219911,G.Pliopithecus,,,,genus
______,B ONLY,,,,4974729,G.Pliopithecus_platyodon,,,,species
______,B ONLY,,,,8976722,G.Pliopithecus_krishnaii,,,,species
______,B ONLY,,,,4974730,G.Pliopithecus_zhanxiangi,,,,species
______,B ONLY,,,,8834959,G.Pithecus_antiquus,,,,species
______,B ONLY,,,,4974728,G.Pliopithecus_vindobonensis,,,,species
____,B ONLY,,,,4827094,G.Aeolopithecus,,,,genus
____,B ONLY,,,,4827090,G.Aegyptopithecus,,,,genus
______,B ONLY,,,,4974724,G.Aegyptopithecus_zeuxis,,,,species
____,B ONLY,,,,4827087,G.Algeripithecus,,,,genus
______,B ONLY,,,,4974772,G.Algeripithecus_minutus,,,,species
____,B ONLY,,,,4827091,G.Laccopithecus,,,,genus
______,B ONLY,,,,4974732,G.Laccopithecus_robustus,,,,species
____,B ONLY,,,,3239600,G.Branisella,,,,genus
______,B ONLY,,,,8543279,G.Branisella_boliviana,,,,species
____,B ONLY,,,,4827097,G.Plesiopliopithecus,,,,genus
__,B ONLY,,,,4827472,G.Proteopithecidae,,,,family
____,B ONLY,,,,4827473,G.Proteopithecus,,,,genus
______,B ONLY,,,,4974657,G.Proteopithecus_sylviae,,,,species
__,B ONLY,,,,4974656,G.Rooneyidae,,,,family
__,B ONLY,,,,3239546,G.Simiidae,,,,family
____,B ONLY,,,,3239548,G.Palaeopithecus#3239548,,,,genus
______,B ONLY,,,,9121854,G.Palaeopithecus_sylvaticus,,,,species
____,B ONLY,,,,3239547,G.Protopithecus#3239547,,,,genus
__,B ONLY,,,,4827205,G.Proconsulidae,,,,family
____,B ONLY,,,,9393452,G.?_gitongai,,,,unranked
____,B ONLY,,,,4827206,G.Proconsul,,,,genus
______,B ONLY,,,,8603884,G.Proconsul_hamiltoni,,,,species
______,B ONLY,,,,8524968,G.Proconsul_meswae,,,,species
______,B ONLY,,,,8544944,G.Proconsul_major,,,,species
______,B ONLY,,,,4827207,G.Proconsul_africanus,,,,species
______,B ONLY,,,,9540976,G.Ugandapithecus_gitongai,,,,species
______,B ONLY,,,,8469405,G.Proconsul_heseloni,,,,species
______,B ONLY,,,,8677071,G.Proconsul_nyanzae,,,,species
____,B ONLY,,,,4827419,G.Nacholapithecus,,,,genus
____,B ONLY,,,,4827208,G.Platydontopithecus,,,,genus
____,B ONLY,,,,4827209,G.Rangwapithecus,,,,genus
__,B ONLY,,,,3239597,G.Parapithecidae,,,,family
____,B ONLY,,,,9468702,G.?_vancouveringi,,,,unranked
____,B ONLY,,,,9299868,G.?_basiodontos,,,,unranked
____,B ONLY,,,,4827080,G.Qatrania,,,,genus
______,B ONLY,,,,9429341,G.Abuqatrania_basiodontos,,,,species
______,B ONLY,,,,4974757,G.Qatrania_wingi,,,,species
______,B ONLY,,,,8695453,G.Qatrania_fleaglei,,,,species
____,B ONLY,,,,10477507,G.?_grangeri,,,,unranked
____,B ONLY,,,,8637169,G.Lokonepithecus,,,,genus
______,B ONLY,,,,8440244,G.Lokonepithecus_manai,,,,species
____,B ONLY,,,,4827084,G.Moeripithecus,,,,genus
____,B ONLY,,,,4827083,G.Oreopithecus,,,,genus
______,B ONLY,,,,8962493,G.Oreopithecus_bambolii,,,,species
____,B ONLY,,,,3239598,G.Apidium,,,,genus
______,B ONLY,,,,8485125,G.Apidium_phiomensis,,,,species
______,B ONLY,,,,8611342,G.Apidium_bowni,,,,species
______,B ONLY,,,,8669381,G.Apidium_zuetina,,,,species
______,B ONLY,,,,8462863,G.Apidium_phiomense,,,,species
______,B ONLY,,,,8586547,G.Apidium_moustafai,,,,species
____,B ONLY,,,,4827079,G.Nyanzapithecus,,,,genus
______,B ONLY,,,,9421151,G.Dryopithecus_vancouveringi,,,,species
______,B ONLY,,,,9553194,G.Nyanzapithecus_pickfordi,,,,species
____,B ONLY,,,,4575808,G.Simonsius,,,,genus
______,B ONLY,,,,4974758,G.Parapithecus_grangeri,,,,species
____,B ONLY,,,,4827081,G.Abuqatrania,,,,genus
____,B ONLY,,,,4827082,G.Serapia,,,,genus
______,B ONLY,,,,4974658,G.Serapia_eocaena,,,,species
____,B ONLY,,,,4827078,G.Parapithecus,,,,genus
______,B ONLY,,,,4974759,G.Parapithecus_fraasi,,,,species
